what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420122134831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420122134862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420122187081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420153230463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420153230479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420153230573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420157655390
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1420157658031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1420157658031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1420157659453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1420157662453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420157670000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420163995734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1420163998359
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1420164004406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164007140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164009218
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1420164023578
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1420164023593
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164030984
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164031453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420164033796
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164034812
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164035390
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164036000
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164036250
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164036500
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420164037468
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1420164038984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164229734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164229750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164229859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164852234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164965375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164965390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420164965468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420165552484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420165563406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420165563421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420165563531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174929734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174931406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174931421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174931515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174948234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420174950015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420183316984
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420183323937
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1420183339515
started,bundle,org.eclipse.mylyn.java.tasks,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.tasks",1420183349359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1420183349593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420183351265
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1420183353625
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1420183353625
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1420183354046
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1420183354390
started,bundle,org.eclipse.mylyn.java.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.ui",1420183355000
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1420183359343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1420183361031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1420183362437
