what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1420374446286
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1420374446301
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1420374448176
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1420374452114
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1420374452645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1420374458442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420374459098
started,bundle,org.eclipse.mylyn.java.tasks,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.tasks",1420374459208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374460489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374467848
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1420374469895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420374470223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374473051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374473051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374473129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374477301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420374479942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374482973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374482973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374483333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374496926
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1420374497739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1420374498754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374499489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374500723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374507598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374516926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1420374516973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420374517520
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1420374523520
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1420374524801
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1420374527333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374527379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374528801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374531395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374557301
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1420374573489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420374573520
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1420374577114
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1420374578801
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374583161
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374583895
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374584661
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374585145
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374585598
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374586411
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374586879
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374587411
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374588942
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1420374589551
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1420374592254
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420374629911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374638583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374682270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374685754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420374852411
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1420374855395
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1420374857067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1420374858645
